StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,Q4.1,Q4.1_4_TEXT,Q4.2,Q4.3,Q4.4,Q4.5,Q4.5_6_TEXT,Q4.6,Q4.7,Q4.8,Q4.8_6_TEXT,Q4.8_16_TEXT,Q4.9,opp,rid,RISN,V,PID,psid,K2,med,pid,Q_TotalDuration,MTurkCode,source,gc,term,Location,Q4.5_6_TEXT - Topics,Validation #1,Validation distance #1,Validation #2,Validation distance #2,Validation #3,Validation distance #3,Validation #4,Validation distance #4,Validation #5,Positive validation distance #5-0,Positive validation distance #5-1,Positive validation distance #5-2,Validation #6,Positive validation distance #6,Failed_Validation_Count
2018-01-02 08:47:17,2018-01-02 09:11:58,IP Address,68.52.47.112,100,1480,True,2018-01-02 09:12:00,R_1rxoAWZLiXPxbhV,35.971298217773,-83.619300842285,anonymous,EN,"Yes, I consent to this survey.",Female,,35 - 49,Bachelor's degree in college (4-year),No,White,,"Less than $20,000",Single (never married),Christian (Protestant),,,37764,Qual2598-1018Diagnostic,,,F,1399638498.0,hqTJYTQVT8qn2ht2gM5eDw**,66337.0,21036566558603,1399638498.0,1480,65258025,,1.0,,,,False,,False,2.0,True,1.0,True,1.0,True,0.0,0.0,0.0,True,0.0,2
2018-01-02 08:52:32,2018-01-02 09:11:59,IP Address,65.87.160.42,100,1167,True,2018-01-02 09:12:01,R_OuKcWGVlDCaZuzT,35.679992675781,-77.91259765625,anonymous,EN,"Yes, I consent to this survey.",Male,,65 or older,Some college but no degree,No,White,,"$50,000 to $74,999","Married, or in a domestic partnership",Christian (Protestant),,,27893,Qual2598-1018Diagnostic,,,F,1131889988.0,hqTJYTQVT8p4alf5NIG5XQ**,66337.0,17012306453303,1131889988.0,1167,7648804,,1.0,,,,True,1.0,True,0.0,False,2.0,True,0.0,True,0.0,0.0,0.0,False,3.0,2
2018-01-02 08:56:30,2018-01-02 09:13:52,IP Address,69.174.28.34,100,1040,True,2018-01-02 09:13:53,R_3nBJMYNwRcmUPqd,29.640899658203,-98.41590118408199,anonymous,EN,"Yes, I consent to this survey.",Female,,35 - 49,Associate degree in college (2-year),No,White,,"$75,000 to $100,000","Married, or in a domestic partnership",Other,,Pagan,78745,Qual2598-1018Diagnostic,,,F,1348553271.0,hqTJYTQVT8pdq-PjxdLL9w**,66337.0,20268755596793,1348553271.0,1040,57080375,,1.0,,,,True,0.0,True,1.0,True,0.0,True,0.0,True,0.0,1.0,1.0,True,1.0,0
2018-01-02 09:33:42,2018-01-02 09:56:43,IP Address,68.45.49.73,100,1380,True,2018-01-02 09:56:45,R_2S6lxx2gg80htbF,39.083602905273,-86.432098388672,anonymous,EN,"Yes, I consent to this survey.",Female,,35 - 49,Bachelor's degree in college (4-year),No,White,,"$50,000 to $74,999","Married, or in a domestic partnership",Christian (Other denominations),Baptist,,47882,Qual2598-1018Diagnostic,,,F,1344938296.0,hqTJYTQVT8oXfgijwjyQFA**,66337.0,20214422522543,1344938296.0,1380,60750934,,1.0,,,,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,1.0,0.0,True,1.0,0
2018-01-02 09:33:27,2018-01-02 09:57:35,IP Address,67.142.112.27,100,1448,True,2018-01-02 09:57:37,R_bvyb3RRG7Y52sCZ,37.751007080078004,-97.82199859619101,anonymous,EN,"Yes, I consent to this survey.",Female,,50-64,Some college but no degree,No,White,,"Less than $20,000","Married, or in a domestic partnership",Christian (Other denominations),,,65637,Qual2598-1018Diagnostic,,,F,1398499580.0,hqTJYTQVT8oBBg_zR5u9qA**,66337.0,21019448621063,1398499580.0,1448,37916981,,1.0,,,,True,1.0,True,1.0,True,0.0,True,0.0,False,2.0,0.0,2.0,True,1.0,1
2018-01-02 09:27:52,2018-01-02 10:04:06,IP Address,70.209.135.80,100,2173,True,2018-01-02 10:04:08,R_2BkV2KASXoxNAR0,42.968902587890994,-75.088996887207,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Some college but no degree,No,White,,"$50,000 to $74,999","Married, or in a domestic partnership",Christian (Other denominations),,,12065,Qual2598-1018Diagnostic,,,F,1417354777.0,hqTJYTQVT8q4C0gFUsrjTw**,66337.0,21302842231973,1417354777.0,2173,13416627,,1.0,,,,True,0.0,True,0.0,True,0.0,False,3.0,True,0.0,0.0,0.0,True,0.0,1
2018-01-02 09:43:02,2018-01-02 10:06:53,IP Address,68.234.160.26,100,1430,True,2018-01-02 10:06:55,R_3Ofc4Tz7yW8T0jW,38.848999023438,-89.93849945068399,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Bachelor's degree in college (4-year),Yes,White,,"Less than $20,000",Single (never married),"Agnostic,Atheist",,,62025,Qual2598-1018Diagnostic,,,F,1328420838.0,hqTJYTQVT8pH0gC-8HxJJw**,66337.0,19966165128803,1328420838.0,1430,18596244,,1.0,,,,True,0.0,True,1.0,True,0.0,True,0.0,True,1.0,0.0,1.0,False,3.0,1
2018-01-02 09:51:08,2018-01-02 10:17:42,IP Address,107.77.224.181,100,1593,True,2018-01-02 10:17:43,R_2AQpGYZJqOWjWth,40.787902832031,-74.01020050048801,anonymous,EN,"Yes, I consent to this survey.",Male,,35 - 49,Some college but no degree,No,White,,"$75,000 to $100,000","Married, or in a domestic partnership",Spiritual but not religious,,,12937,Qual2598-1018Diagnostic,,,F,1434398774.0,hqTJYTQVT8oQUa6AmtHJMw**,66337.0,21559013506883,1434398774.0,1593,57189250,,1.0,,,,True,0.0,False,5.0,True,1.0,True,0.0,True,1.0,0.0,1.0,True,0.0,1
2018-01-02 08:50:14,2018-01-02 10:24:56,IP Address,64.121.210.182,100,5682,True,2018-01-02 10:24:58,R_1QnhRLI86Kxx1q2,40.690994262695,-75.279296875,anonymous,EN,"Yes, I consent to this survey.",Female,,35 - 49,Associate degree in college (2-year),No,White,,"$50,000 to $74,999","Married, or in a domestic partnership",Christian (Protestant),,,18020,Qual2598-1018Diagnostic,,,F,1322027685.0,hqTJYTQVT8pjzlKC7VCYBA**,66337.0,19870076039213,1322027685.0,5682,55093442,,1.0,,,,True,0.0,True,1.0,True,1.0,False,2.0,False,1.0,2.0,1.0,True,0.0,2
2018-01-02 09:45:09,2018-01-02 10:29:25,IP Address,47.40.100.240,100,2655,True,2018-01-02 10:29:26,R_3EohaiS9BXHPwmg,43.216506958008004,-123.34170532226999,anonymous,EN,"Yes, I consent to this survey.",Female,,35 - 49,High school graduate (high school diploma or equivalent including GED),No,White,,"$35,000 to $49,999","Married, or in a domestic partnership",Agnostic,,,97457,Qual2598-1018Diagnostic,,,F,1433801328.0,hqTJYTQVT8pKYm8BWtMPEQ**,66337.0,21550033893503,1433801328.0,2655,77516071,,1.0,,,,True,0.0,True,1.0,True,0.0,True,0.0,True,0.0,1.0,1.0,False,3.0,1
2018-01-02 10:12:22,2018-01-02 10:34:38,IP Address,24.140.103.121,100,1335,True,2018-01-02 10:34:39,R_29n9d26wCeUuav7,40.796997070312,-81.575103759766,anonymous,EN,"Yes, I consent to this survey.",Female,,35 - 49,Some college but no degree,No,White,,"$50,000 to $74,999","Married, or in a domestic partnership",Agnostic,,,44647,Qual2598-1018Diagnostic,,,F,1316851969.0,hqTJYTQVT8rXuLzdEzs1LA**,66337.0,19792285027733,1316851969.0,1335,84308349,,1.0,,,,True,1.0,True,0.0,False,2.0,True,0.0,True,0.0,1.0,1.0,True,0.0,1
2018-01-02 10:06:44,2018-01-02 10:42:29,IP Address,75.86.116.0,100,2144,True,2018-01-02 10:42:31,R_22qPfgh8eMzz7Zb,42.733993530273,-87.821098327637,anonymous,EN,"Yes, I consent to this survey.",Female,,50-64,Associate degree in college (2-year),No,White,,"Less than $20,000",Divorced,Christian (Other denominations),lutheran ,,53403,Qual2598-1018Diagnostic,,,F,1331386038.0,hqTJYTQVT8rdfnqwBoL5Ug**,66337.0,20010732084803,1331386038.0,2144,14210986,,1.0,,,,True,0.0,True,1.0,True,0.0,True,1.0,False,0.0,2.0,2.0,True,0.0,1
2018-01-02 10:16:33,2018-01-02 10:43:19,IP Address,206.251.1.15,100,1605,True,2018-01-02 10:43:21,R_2WvwjzBldkniKZO,39.968704223633,-77.587196350098,anonymous,EN,"Yes, I consent to this survey.",Female,,50-64,Bachelor's degree in college (4-year),No,"White,Black or African American",,"$50,000 to $74,999",Divorced,Christian (Protestant),,,17254,Qual2598-1018Diagnostic,,,F,1420738312.0,hqTJYTQVT8rB31CoJizhyQ**,66337.0,21353696763023,1420738312.0,1605,18777476,,1.0,,,,False,5.0,True,0.0,True,0.0,True,0.0,False,1.0,3.0,2.0,True,0.0,2
2018-01-02 10:33:10,2018-01-02 10:48:14,IP Address,67.183.142.9,100,903,True,2018-01-02 10:48:16,R_1LnjNgYrVlhEOxh,47.755493164062,-122.29919433594,anonymous,EN,"Yes, I consent to this survey.",Male,,25 - 34,Associate degree in college (2-year),No,White,,"$50,000 to $74,999","Married, or in a domestic partnership",Christian (Catholic),,,90001,Qual2598-1018Diagnostic,,,F,1434782773.0,hqTJYTQVT8o9BqEgckBN-w**,66337.0,21564785011853,1434782773.0,903,2759883,,1.0,,,,True,1.0,True,1.0,False,2.0,False,2.0,True,0.0,0.0,0.0,True,0.0,2
2018-01-02 09:51:17,2018-01-02 10:50:54,IP Address,24.117.173.17,100,3577,True,2018-01-02 10:50:56,R_1HiVbkMGRlRWsQb,34.624801635742,-112.42199707031,anonymous,EN,"Yes, I consent to this survey.",Female,,65 or older,Bachelor's degree in college (4-year),No,White,,"Less than $20,000",Divorced,Spiritual but not religious,,,86314,Qual2598-1018Diagnostic,,,F,1314392841.0,hqTJYTQVT8rmWFses8q56A**,66337.0,19755324333893,1314392841.0,3577,60900101,,1.0,,,,True,1.0,True,1.0,True,1.0,False,2.0,True,0.0,1.0,1.0,True,1.0,1
2018-01-02 09:05:43,2018-01-02 10:55:31,IP Address,172.58.152.168,100,6587,True,2018-01-02 10:55:33,R_1ovelK3i0zfjoXK,35.227096557617,-80.843101501465,anonymous,EN,"Yes, I consent to this survey.",Female,,35 - 49,Associate degree in college (2-year),No,White,,"$35,000 to $49,999","Married, or in a domestic partnership",Christian (Protestant),,,28211,Qual2598-1018Diagnostic,,,F,1431718500.0,hqTJYTQVT8rA85MbwRbNZQ**,66337.0,21518728988663,1431718500.0,6587,40222195,,1.0,,,,False,2.0,True,0.0,True,1.0,True,0.0,True,1.0,0.0,1.0,False,3.0,2
2018-01-02 10:00:56,2018-01-02 10:59:52,IP Address,98.214.1.166,100,3536,True,2018-01-02 10:59:54,R_2VJhBBEa7jjzBNv,42.284301757812,-89.012496948242,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Bachelor's degree in college (4-year),No,White,,"$35,000 to $49,999","Married, or in a domestic partnership",Christian (Catholic),,,61010,Qual2598-1018Diagnostic,,,F,1419494802.0,hqTJYTQVT8qsTBsbIMsjuw**,66337.0,21335006807723,1419494802.0,3536,66349701,,1.0,,,,True,0.0,True,0.0,True,1.0,True,0.0,False,2.0,2.0,0.0,False,2.0,2
2018-01-02 10:22:15,2018-01-02 11:01:18,IP Address,99.203.5.58,100,2342,True,2018-01-02 11:01:20,R_PtxACQ8K6jEb4kN,33.748992919921996,-84.38800048828101,anonymous,EN,"Yes, I consent to this survey.",Male,,25 - 34,High school graduate (high school diploma or equivalent including GED),No,White,,"Less than $20,000",Single (never married),No response,,,36609,Qual2598-1018Diagnostic,,,F,1430973599.0,hqTJYTQVT8rOOb6OQ1rrOw**,66337.0,21507533126633,1430973599.0,2342,68605338,,1.0,,,,False,6.0,True,0.0,True,0.0,True,0.0,True,0.0,0.0,0.0,True,0.0,1
2018-01-02 10:42:30,2018-01-02 11:02:52,IP Address,216.56.92.44,100,1222,True,2018-01-02 11:02:54,R_6RSgne36LTV2hYR,42.992492675781,-89.567901611328,anonymous,EN,"Yes, I consent to this survey.",Female,,18 - 24,High school graduate (high school diploma or equivalent including GED),Yes,"White,Other",Hispanic ,"$35,000 to $49,999",Single (never married),Agnostic,,,53711,Qual2598-1018Diagnostic,,,F,1414154445.0,hqTJYTQVT8r7_9GvmPLLUQ**,66337.0,21254741242013,1414154445.0,1222,70646861,,1.0,,,,False,2.0,True,0.0,True,0.0,True,0.0,True,1.0,0.0,1.0,True,0.0,1
2018-01-02 10:04:02,2018-01-02 11:03:15,IP Address,99.61.1.82,100,3553,True,2018-01-02 11:03:17,R_dpwpQUpvGovdq1P,33.856704711914,-84.53510284423801,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Bachelor's degree in college (4-year),No,White,,"$50,000 to $74,999","Married, or in a domestic partnership",Christian (Protestant),,,30082,Qual2598-1018Diagnostic,,,F,1382238410.0,hqTJYTQVT8q3Q_7dF4Nlvw**,66337.0,20775043235963,1382238410.0,3553,95086414,,1.0,,,,False,2.0,True,1.0,True,1.0,True,0.0,True,0.0,1.0,1.0,True,0.0,1
2018-01-02 08:21:42,2018-01-02 11:13:42,IP Address,66.215.244.90,100,10319,True,2018-01-02 11:13:44,R_VWFmqiEDwDNVqW5,33.754196166992,-118.20190429688,anonymous,EN,"Yes, I consent to this survey.",Male,,50-64,Less than high school degree,No,Other,human,"$20,000 to $34,999",Single (never married),No response,,,90813,Qual2598-1018Diagnostic,,,F,1433611446.0,hqTJYTQVT8qLqGW9s3N-Bw**,66337.0,21547179967043,1433611446.0,10319,83094513,,1.0,,,,True,1.0,True,1.0,True,0.0,False,3.0,False,2.0,2.0,0.0,True,0.0,2
2018-01-02 10:54:32,2018-01-02 11:13:49,IP Address,73.69.75.176,100,1157,True,2018-01-02 11:13:51,R_1Orb8BuAc6CWLoW,41.55729675293,-72.494499206543,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Bachelor's degree in college (4-year),No,White,,"Less than $20,000",Single (never married),Christian (Other denominations),,,06480,Qual2598-1018Diagnostic,,,F,1435155082.0,hqTJYTQVT8qoFvXaL2qMmg**,66337.0,21570380816123,1435155082.0,1157,38945432,,1.0,,,,True,0.0,True,1.0,True,0.0,False,2.0,False,1.0,1.0,2.0,True,1.0,2
2018-01-02 10:45:26,2018-01-02 11:14:23,IP Address,174.227.10.144,100,1736,True,2018-01-02 11:14:25,R_2aqSCNEjftf9sVN,29.165405273438,-82.096702575684,anonymous,EN,"Yes, I consent to this survey.",Male,,65 or older,High school graduate (high school diploma or equivalent including GED),No,White,,"$50,000 to $74,999","Married, or in a domestic partnership",Christian (Other denominations),,,03104,Qual2598-1018Diagnostic,,,F,1252969719.0,hqTJYTQVT8rI152fSgCixw**,66337.0,18832134810233,1252969719.0,1736,8281072,,1.0,,,,False,3.0,True,0.0,True,0.0,True,1.0,True,1.0,1.0,0.0,True,0.0,1
2018-01-02 10:51:34,2018-01-02 11:18:38,IP Address,108.93.98.12,100,1623,True,2018-01-02 11:18:40,R_1l4NF0ZKw4LlPqp,41.457107543945,-81.793502807617,anonymous,EN,"Yes, I consent to this survey.",Female,,18 - 24,Some college but no degree,No,Black or African American,,"$20,000 to $34,999",Single (never married),Christian (Protestant),,,44135,Qual2598-1018Diagnostic,,,F,1392603116.0,hqTJYTQVT8pUdw3TmdKPDA**,66337.0,20930824767143,1392603116.0,1623,73206283,,1.0,,,,True,1.0,False,2.0,True,1.0,True,0.0,False,1.0,1.0,2.0,True,0.0,2
2018-01-02 10:40:49,2018-01-02 11:22:24,IP Address,216.8.193.247,100,2494,True,2018-01-02 11:22:26,R_3IQ7uGxpIlgxlQZ,39.62060546875,-84.925300598145,anonymous,EN,"Yes, I consent to this survey.",Female,,35 - 49,Master's degree,No,White,,"$20,000 to $34,999",Separated,Jewish,,,47353,Qual2598-1018Diagnostic,,,F,1432933583.0,hqTJYTQVT8qEwtNAzN6FCA**,66337.0,21536991686153,1432933583.0,2494,80660461,,1.0,,,,False,3.0,False,2.0,True,0.0,True,1.0,True,1.0,0.0,1.0,True,1.0,2
2018-01-02 11:06:17,2018-01-02 11:26:22,IP Address,174.217.20.133,100,1204,True,2018-01-02 11:26:24,R_3G7xWh8zZmgL4by,41.600494384766,-93.609100341797,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Some college but no degree,No,White,,"Less than $20,000",Separated,Prefer not to answer,,,68111,Qual2598-1018Diagnostic,,,F,1435291954.0,hqTJYTQVT8oM9WHxj-R4_A**,66337.0,21572438002283,1435291954.0,1204,23383287,,1.0,,,,True,0.0,False,2.0,True,1.0,True,1.0,False,0.0,2.0,2.0,True,0.0,2
2018-01-09 12:55:51,2018-01-09 13:12:46,IP Address,24.220.129.188,100,1015,True,2018-01-09 13:12:48,R_2VKmXMCzDsxCzTE,45.481903076171996,-98.506401062012,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Some college but no degree,No,"White,American Indian or Alaska Native",,"$35,000 to $49,999",Divorced,Christian (Protestant),,,57273.0,Qual2598-1018Diagnostic,,,F,1436711030.0,hqTJYTQVT8ovl1XV4UXKDA**,66337.0,21593766714563,1436711030.0,1015,65802706,,1.0,,,,True,1.0,False,2.0,True,1.0,False,2.0,True,1.0,1.0,0.0,True,0.0,2
2018-01-09 12:58:23,2018-01-09 13:16:27,IP Address,107.77.205.185,100,1083,True,2018-01-09 13:16:29,R_25Lt8UaGoWFxrfT,47.606201171875,-122.33209991455,anonymous,EN,"Yes, I consent to this survey.",Female,,18 - 24,Associate degree in college (2-year),No,White,,"$50,000 to $74,999",Single (never married),Christian (Protestant),,,98512.0,Qual2598-1018Diagnostic,,,F,1434942664.0,hqTJYTQVT8rdNe2DabrpUA**,66337.0,21567188173583,1434942664.0,1083,2859917,,1.0,,,,True,0.0,True,0.0,False,2.0,True,0.0,False,0.0,2.0,2.0,True,1.0,2
2018-01-09 12:57:09,2018-01-09 13:20:12,IP Address,99.203.0.116,100,1382,True,2018-01-09 13:20:14,R_1dKaI4ZaYOWj1eb,41.960296630859,-83.673500061035,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Some college but no degree,No,White,,"$20,000 to $34,999",Single (never married),No response,,,48638.0,Qual2598-1018Diagnostic,,,F,1416359484.0,hqTJYTQVT8pb594zCE0jSA**,66337.0,21287882978183,1416359484.0,1382,41049660,,1.0,,,,False,2.0,True,1.0,True,0.0,True,0.0,True,1.0,0.0,1.0,True,0.0,1
2018-01-09 13:00:17,2018-01-09 13:21:42,IP Address,172.75.231.147,100,1285,True,2018-01-09 13:21:44,R_2YtPUJhMda45kLT,34.09880065918,-81.06120300293,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Less than high school degree,No,White,,"$50,000 to $74,999",Single (never married),Agnostic,,,29070.0,Qual2598-1018Diagnostic,,,F,1432966442.0,hqTJYTQVT8rtTgzC3EgvDQ**,66337.0,21537485556923,1432966442.0,1285,38167697,,1.0,,,,False,2.0,True,1.0,True,0.0,True,1.0,False,2.0,0.0,2.0,True,0.0,2
2018-01-09 13:01:07,2018-01-09 13:24:04,IP Address,24.54.119.31,100,1376,True,2018-01-09 13:24:06,R_2sZlutVt1nbxZEE,32.22590637207,-95.38829803466801,anonymous,EN,"Yes, I consent to this survey.",Female,,25 - 34,Some college but no degree,No,White,,"$35,000 to $49,999","Married, or in a domestic partnership",Other,,Pagan,75757.0,Qual2598-1018Diagnostic,,,F,1365455585.0,hqTJYTQVT8qt2xoDLapE7Q**,66337.0,20522797376213,1365455585.0,1376,66006649,,1.0,,,,False,2.0,False,3.0,True,0.0,True,1.0,True,0.0,0.0,0.0,True,1.0,2
2018-01-09 12:57:46,2018-01-09 13:24:51,IP Address,107.77.237.139,100,1624,True,2018-01-09 13:24:52,R_23ZABFkl7ZklPGr,33.748992919921996,-84.38800048828101,anonymous,EN,"Yes, I consent to this survey.",Female,,18 - 24,Bachelor's degree in college (4-year),No,White,,"Less than $20,000",Single (never married),Jewish,,,13203.0,Qual2598-1018Diagnostic,,,F,1436294833.0,hqTJYTQVT8q7ChUJJ3eOjw**,66337.0,21587511273653,1436294833.0,1624,55014754,,1.0,,,,True,0.0,False,3.0,True,0.0,True,0.0,True,0.0,0.0,0.0,True,1.0,1
2018-01-09 13:07:23,2018-01-09 13:28:18,IP Address,173.90.3.10,100,1255,True,2018-01-09 13:28:20,R_1GBRyEUnBOttj2Y,41.0751953125,-81.458099365234,anonymous,EN,"Yes, I consent to this survey.",Female,,35 - 49,High school graduate (high school diploma or equivalent including GED),No,White,,"Less than $20,000","Married, or in a domestic partnership",Spiritual but not religious,,,44305.0,Qual2598-1018Diagnostic,,,F,1389165236.0,hqTJYTQVT8pjp7EywU1qyA**,66337.0,20879153430743,1389165236.0,1255,73155248,,1.0,,,,False,2.0,True,1.0,True,0.0,True,1.0,False,0.0,3.0,3.0,True,0.0,2
